Commodity,District,Region,Year,Month,Month_Name,Quarter,Season,Avg_Monthly_Price,Date
Beans Wairimu,Mbale,Eastern,2025,9,Sep,Q3,Early Harvest,2329,01/09/2025
Beans Wairimu,Mbale,Eastern,2025,10,Oct,Q4,Peak Lean,2711,01/10/2025
Beans Wairimu,Mbale,Eastern,2025,11,Nov,Q4,Post-Harvest,2768,01/11/2025
Beans Wairimu,Mbale,Eastern,2025,12,Dec,Q4,Post-Harvest,2331,01/12/2025
Beans Wairimu,Mubende,Western,2024,1,Jan,Q1,Post-Harvest,1987,01/01/2024
Beans Wairimu,Mubende,Western,2024,2,Feb,Q1,Post-Harvest,2200,01/02/2024
Beans Wairimu,Mubende,Western,2024,3,Mar,Q1,Lean Season,2422,01/03/2024
Beans Wairimu,Mubende,Western,2024,4,Apr,Q2,Lean Season,2569,01/04/2024
Beans Wairimu,Mubende,Western,2024,5,May,Q2,Lean Season,2486,01/05/2024
Beans Wairimu,Mubende,Western,2024,6,Jun,Q2,Lean Season,2306,01/06/2024
Beans Wairimu,Mubende,Western,2024,7,Jul,Q3,Early Harvest,1924,01/07/2024
Beans Wairimu,Mubende,Western,2024,8,Aug,Q3,Early Harvest,1831,01/08/2024
Beans Wairimu,Mubende,Western,2024,9,Sep,Q3,Early Harvest,2142,01/09/2024
Beans Wairimu,Mubende,Western,2024,10,Oct,Q4,Peak Lean,2494,01/10/2024
Beans Wairimu,Mubende,Western,2024,11,Nov,Q4,Post-Harvest,2521,01/11/2024
Beans Wairimu,Mubende,Western,2024,12,Dec,Q4,Post-Harvest,2143,01/12/2024
Beans Wairimu,Mubende,Western,2025,1,Jan,Q1,Post-Harvest,2119,01/01/2025
Beans Wairimu,Mubende,Western,2025,2,Feb,Q1,Post-Harvest,2361,01/02/2025
Beans Wairimu,Mubende,Western,2025,3,Mar,Q1,Lean Season,2599,01/03/2025
Beans Wairimu,Mubende,Western,2025,4,Apr,Q2,Lean Season,2776,01/04/2025
Beans Wairimu,Mubende,Western,2025,5,May,Q2,Lean Season,2711,01/05/2025
Beans Wairimu,Mubende,Western,2025,6,Jun,Q2,Lean Season,2525,01/06/2025
Beans Wairimu,Mubende,Western,2025,7,Jul,Q3,Early Harvest,2072,01/07/2025
Beans Wairimu,Mubende,Western,2025,8,Aug,Q3,Early Harvest,1948,01/08/2025
Beans Wairimu,Mubende,Western,2025,9,Sep,Q3,Early Harvest,2254,01/09/2025
Beans Wairimu,Mubende,Western,2025,10,Oct,Q4,Peak Lean,2647,01/10/2025
Beans Wairimu,Mubende,Western,2025,11,Nov,Q4,Post-Harvest,2726,01/11/2025
Beans Wairimu,Mubende,Western,2025,12,Dec,Q4,Post-Harvest,2273,01/12/2025
Beans Wairimu,Mutukula,Western,2024,1,Jan,Q1,Post-Harvest,2161,01/01/2024
Beans Wairimu,Mutukula,Western,2024,2,Feb,Q1,Post-Harvest,2390,01/02/2024
Beans Wairimu,Mutukula,Western,2024,3,Mar,Q1,Lean Season,2619,01/03/2024
Beans Wairimu,Mutukula,Western,2024,4,Apr,Q2,Lean Season,2757,01/04/2024
Beans Wairimu,Mutukula,Western,2024,5,May,Q2,Lean Season,2747,01/05/2024
Beans Wairimu,Mutukula,Western,2024,6,Jun,Q2,Lean Season,2504,01/06/2024
Beans Wairimu,Mutukula,Western,2024,7,Jul,Q3,Early Harvest,2095,01/07/2024
Beans Wairimu,Mutukula,Western,2024,8,Aug,Q3,Early Harvest,1916,01/08/2024
Beans Wairimu,Mutukula,Western,2024,9,Sep,Q3,Early Harvest,2252,01/09/2024
Beans Wairimu,Mutukula,Western,2024,10,Oct,Q4,Peak Lean,2695,01/10/2024
Beans Wairimu,Mutukula,Western,2024,11,Nov,Q4,Post-Harvest,2790,01/11/2024
Beans Wairimu,Mutukula,Western,2024,12,Dec,Q4,Post-Harvest,2329,01/12/2024
Beans Wairimu,Mutukula,Western,2025,1,Jan,Q1,Post-Harvest,2238,01/01/2025
Beans Wairimu,Mutukula,Western,2025,2,Feb,Q1,Post-Harvest,2594,01/02/2025
Beans Wairimu,Mutukula,Western,2025,3,Mar,Q1,Lean Season,2864,01/03/2025
Beans Wairimu,Mutukula,Western,2025,4,Apr,Q2,Lean Season,2964,01/04/2025
Beans Wairimu,Mutukula,Western,2025,5,May,Q2,Lean Season,2905,01/05/2025
Beans Wairimu,Mutukula,Western,2025,6,Jun,Q2,Lean Season,2689,01/06/2025
Beans Wairimu,Mutukula,Western,2025,7,Jul,Q3,Early Harvest,2264,01/07/2025
Beans Wairimu,Mutukula,Western,2025,8,Aug,Q3,Early Harvest,2089,01/08/2025
Beans Wairimu,Mutukula,Western,2025,9,Sep,Q3,Early Harvest,2417,01/09/2025
Beans Wairimu,Mutukula,Western,2025,10,Oct,Q4,Peak Lean,2881,01/10/2025
Beans Wairimu,Mutukula,Western,2025,11,Nov,Q4,Post-Harvest,2946,01/11/2025
Beans Wairimu,Mutukula,Western,2025,12,Dec,Q4,Post-Harvest,2510,01/12/2025
Beans Wairimu,Natete,Central,2024,1,Jan,Q1,Post-Harvest,2160,01/01/2024
Beans Wairimu,Natete,Central,2024,2,Feb,Q1,Post-Harvest,2455,01/02/2024
Beans Wairimu,Natete,Central,2024,3,Mar,Q1,Lean Season,2730,01/03/2024
Beans Wairimu,Natete,Central,2024,4,Apr,Q2,Lean Season,2877,01/04/2024
Beans Wairimu,Natete,Central,2024,5,May,Q2,Lean Season,2811,01/05/2024
Beans Wairimu,Natete,Central,2024,6,Jun,Q2,Lean Season,2580,01/06/2024
Beans Wairimu,Natete,Central,2024,7,Jul,Q3,Early Harvest,2191,01/07/2024
Beans Wairimu,Natete,Central,2024,8,Aug,Q3,Early Harvest,2066,01/08/2024
Beans Wairimu,Natete,Central,2024,9,Sep,Q3,Early Harvest,2351,01/09/2024
Beans Wairimu,Natete,Central,2024,10,Oct,Q4,Peak Lean,2767,01/10/2024
Beans Wairimu,Natete,Central,2024,11,Nov,Q4,Post-Harvest,2841,01/11/2024
Beans Wairimu,Natete,Central,2024,12,Dec,Q4,Post-Harvest,2455,01/12/2024
Beans Wairimu,Natete,Central,2025,1,Jan,Q1,Post-Harvest,2347,01/01/2025
Beans Wairimu,Natete,Central,2025,2,Feb,Q1,Post-Harvest,2688,01/02/2025
Beans Wairimu,Natete,Central,2025,3,Mar,Q1,Lean Season,2975,01/03/2025
Beans Wairimu,Natete,Central,2025,4,Apr,Q2,Lean Season,3049,01/04/2025
Beans Wairimu,Natete,Central,2025,5,May,Q2,Lean Season,3036,01/05/2025
Beans Wairimu,Natete,Central,2025,6,Jun,Q2,Lean Season,2832,01/06/2025
Beans Wairimu,Natete,Central,2025,7,Jul,Q3,Early Harvest,2357,01/07/2025
Beans Wairimu,Natete,Central,2025,8,Aug,Q3,Early Harvest,2198,01/08/2025
Beans Wairimu,Natete,Central,2025,9,Sep,Q3,Early Harvest,2541,01/09/2025
Beans Wairimu,Natete,Central,2025,10,Oct,Q4,Peak Lean,3002,01/10/2025
Beans Wairimu,Natete,Central,2025,11,Nov,Q4,Post-Harvest,3086,01/11/2025
Beans Wairimu,Natete,Central,2025,12,Dec,Q4,Post-Harvest,2634,01/12/2025
Beans Wairimu,Nwoya,Northern,2024,1,Jan,Q1,Post-Harvest,1793,01/01/2024
Beans Wairimu,Nwoya,Northern,2024,2,Feb,Q1,Post-Harvest,1992,01/02/2024
Beans Wairimu,Nwoya,Northern,2024,3,Mar,Q1,Lean Season,2189,01/03/2024
Beans Wairimu,Nwoya,Northern,2024,4,Apr,Q2,Lean Season,2309,01/04/2024
Beans Wairimu,Nwoya,Northern,2024,5,May,Q2,Lean Season,2250,01/05/2024
Beans Wairimu,Nwoya,Northern,2024,6,Jun,Q2,Lean Season,2105,01/06/2024
Beans Wairimu,Nwoya,Northern,2024,7,Jul,Q3,Early Harvest,1763,01/07/2024
Beans Wairimu,Nwoya,Northern,2024,8,Aug,Q3,Early Harvest,1649,01/08/2024
Beans Wairimu,Nwoya,Northern,2024,9,Sep,Q3,Early Harvest,1913,01/09/2024
Beans Wairimu,Nwoya,Northern,2024,10,Oct,Q4,Peak Lean,2257,01/10/2024
Beans Wairimu,Nwoya,Northern,2024,11,Nov,Q4,Post-Harvest,2268,01/11/2024
Beans Wairimu,Nwoya,Northern,2024,12,Dec,Q4,Post-Harvest,1984,01/12/2024
Beans Wairimu,Nwoya,Northern,2025,1,Jan,Q1,Post-Harvest,1897,01/01/2025
Beans Wairimu,Nwoya,Northern,2025,2,Feb,Q1,Post-Harvest,2172,01/02/2025
Beans Wairimu,Nwoya,Northern,2025,3,Mar,Q1,Lean Season,2409,01/03/2025
Beans Wairimu,Nwoya,Northern,2025,4,Apr,Q2,Lean Season,2478,01/04/2025
Beans Wairimu,Nwoya,Northern,2025,5,May,Q2,Lean Season,2469,01/05/2025
Beans Wairimu,Nwoya,Northern,2025,6,Jun,Q2,Lean Season,2289,01/06/2025
Beans Wairimu,Nwoya,Northern,2025,7,Jul,Q3,Early Harvest,1859,01/07/2025
Beans Wairimu,Nwoya,Northern,2025,8,Aug,Q3,Early Harvest,1791,01/08/2025
Beans Wairimu,Nwoya,Northern,2025,9,Sep,Q3,Early Harvest,2070,01/09/2025
Beans Wairimu,Nwoya,Northern,2025,10,Oct,Q4,Peak Lean,2411,01/10/2025
Beans Wairimu,Nwoya,Northern,2025,11,Nov,Q4,Post-Harvest,2434,01/11/2025
Beans Wairimu,Nwoya,Northern,2025,12,Dec,Q4,Post-Harvest,2061,01/12/2025
Beans Wairimu,Pader,Northern,2024,1,Jan,Q1,Post-Harvest,1697,01/01/2024
Beans Wairimu,Pader,Northern,2024,2,Feb,Q1,Post-Harvest,1909,01/02/2024
Beans Wairimu,Pader,Northern,2024,3,Mar,Q1,Lean Season,2132,01/03/2024
Beans Wairimu,Pader,Northern,2024,4,Apr,Q2,Lean Season,2241,01/04/2024
Beans Wairimu,Pader,Northern,2024,5,May,Q2,Lean Season,2159,01/05/2024
Beans Wairimu,Pader,Northern,2024,6,Jun,Q2,Lean Season,2013,01/06/2024
Beans Wairimu,Pader,Northern,2024,7,Jul,Q3,Early Harvest,1644,01/07/2024
Beans Wairimu,Pader,Northern,2024,8,Aug,Q3,Early Harvest,1552,01/08/2024
Beans Wairimu,Pader,Northern,2024,9,Sep,Q3,Early Harvest,1781,01/09/2024
Beans Wairimu,Pader,Northern,2024,10,Oct,Q4,Peak Lean,2122,01/10/2024
Beans Wairimu,Pader,Northern,2024,11,Nov,Q4,Post-Harvest,2191,01/11/2024
Beans Wairimu,Pader,Northern,2024,12,Dec,Q4,Post-Harvest,1855,01/12/2024
Beans Wairimu,Pader,Northern,2025,1,Jan,Q1,Post-Harvest,1833,01/01/2025
Beans Wairimu,Pader,Northern,2025,2,Feb,Q1,Post-Harvest,2061,01/02/2025
Beans Wairimu,Pader,Northern,2025,3,Mar,Q1,Lean Season,2271,01/03/2025
Beans Wairimu,Pader,Northern,2025,4,Apr,Q2,Lean Season,2354,01/04/2025
Beans Wairimu,Pader,Northern,2025,5,May,Q2,Lean Season,2341,01/05/2025
Beans Wairimu,Pader,Northern,2025,6,Jun,Q2,Lean Season,2164,01/06/2025
Beans Wairimu,Pader,Northern,2025,7,Jul,Q3,Early Harvest,1843,01/07/2025
Beans Wairimu,Pader,Northern,2025,8,Aug,Q3,Early Harvest,1719,01/08/2025
Beans Wairimu,Pader,Northern,2025,9,Sep,Q3,Early Harvest,1946,01/09/2025
Beans Wairimu,Pader,Northern,2025,10,Oct,Q4,Peak Lean,2286,01/10/2025
Beans Wairimu,Pader,Northern,2025,11,Nov,Q4,Post-Harvest,2362,01/11/2025
Beans Wairimu,Pader,Northern,2025,12,Dec,Q4,Post-Harvest,2044,01/12/2025
Beans Wairimu,Soroti,Eastern,2024,1,Jan,Q1,Post-Harvest,1874,01/01/2024
Beans Wairimu,Soroti,Eastern,2024,2,Feb,Q1,Post-Harvest,2104,01/02/2024
Beans Wairimu,Soroti,Eastern,2024,3,Mar,Q1,Lean Season,2367,01/03/2024
Beans Wairimu,Soroti,Eastern,2024,4,Apr,Q2,Lean Season,2498,01/04/2024
Beans Wairimu,Soroti,Eastern,2024,5,May,Q2,Lean Season,2398,01/05/2024
Beans Wairimu,Soroti,Eastern,2024,6,Jun,Q2,Lean Season,2263,01/06/2024
Beans Wairimu,Soroti,Eastern,2024,7,Jul,Q3,Early Harvest,1882,01/07/2024
Beans Wairimu,Soroti,Eastern,2024,8,Aug,Q3,Early Harvest,1764,01/08/2024
Beans Wairimu,Soroti,Eastern,2024,9,Sep,Q3,Early Harvest,2016,01/09/2024
Beans Wairimu,Soroti,Eastern,2024,10,Oct,Q4,Peak Lean,2383,01/10/2024
Beans Wairimu,Soroti,Eastern,2024,11,Nov,Q4,Post-Harvest,2451,01/11/2024
Beans Wairimu,Soroti,Eastern,2024,12,Dec,Q4,Post-Harvest,2127,01/12/2024
Beans Wairimu,Soroti,Eastern,2025,1,Jan,Q1,Post-Harvest,2018,01/01/2025
Beans Wairimu,Soroti,Eastern,2025,2,Feb,Q1,Post-Harvest,2313,01/02/2025
Beans Wairimu,Soroti,Eastern,2025,3,Mar,Q1,Lean Season,2521,01/03/2025
Beans Wairimu,Soroti,Eastern,2025,4,Apr,Q2,Lean Season,2626,01/04/2025
Beans Wairimu,Soroti,Eastern,2025,5,May,Q2,Lean Season,2607,01/05/2025
Beans Wairimu,Soroti,Eastern,2025,6,Jun,Q2,Lean Season,2493,01/06/2025
Beans Wairimu,Soroti,Eastern,2025,7,Jul,Q3,Early Harvest,2022,01/07/2025
Beans Wairimu,Soroti,Eastern,2025,8,Aug,Q3,Early Harvest,1882,01/08/2025
Beans Wairimu,Soroti,Eastern,2025,9,Sep,Q3,Early Harvest,2198,01/09/2025
Beans Wairimu,Soroti,Eastern,2025,10,Oct,Q4,Peak Lean,2547,01/10/2025
Beans Wairimu,Soroti,Eastern,2025,11,Nov,Q4,Post-Harvest,2617,01/11/2025
Beans Wairimu,Soroti,Eastern,2025,12,Dec,Q4,Post-Harvest,2240,01/12/2025
Beans Yellow,Alebtong,Northern,2024,1,Jan,Q1,Post-Harvest,1841,01/01/2024
Beans Yellow,Alebtong,Northern,2024,2,Feb,Q1,Post-Harvest,2068,01/02/2024
Beans Yellow,Alebtong,Northern,2024,3,Mar,Q1,Lean Season,2319,01/03/2024
Beans Yellow,Alebtong,Northern,2024,4,Apr,Q2,Lean Season,2460,01/04/2024
Beans Yellow,Alebtong,Northern,2024,5,May,Q2,Lean Season,2404,01/05/2024
Beans Yellow,Alebtong,Northern,2024,6,Jun,Q2,Lean Season,2203,01/06/2024
Beans Yellow,Alebtong,Northern,2024,7,Jul,Q3,Early Harvest,1872,01/07/2024
Beans Yellow,Alebtong,Northern,2024,8,Aug,Q3,Early Harvest,1731,01/08/2024
Beans Yellow,Alebtong,Northern,2024,9,Sep,Q3,Early Harvest,2010,01/09/2024
Beans Yellow,Alebtong,Northern,2024,10,Oct,Q4,Peak Lean,2393,01/10/2024
Beans Yellow,Alebtong,Northern,2024,11,Nov,Q4,Post-Harvest,2429,01/11/2024
Beans Yellow,Alebtong,Northern,2024,12,Dec,Q4,Post-Harvest,2104,01/12/2024
Beans Yellow,Alebtong,Northern,2025,1,Jan,Q1,Post-Harvest,2034,01/01/2025
Beans Yellow,Alebtong,Northern,2025,2,Feb,Q1,Post-Harvest,2281,01/02/2025
Beans Yellow,Alebtong,Northern,2025,3,Mar,Q1,Lean Season,2488,01/03/2025
Beans Yellow,Alebtong,Northern,2025,4,Apr,Q2,Lean Season,2661,01/04/2025
Beans Yellow,Alebtong,Northern,2025,5,May,Q2,Lean Season,2596,01/05/2025
Beans Yellow,Alebtong,Northern,2025,6,Jun,Q2,Lean Season,2421,01/06/2025
Beans Yellow,Alebtong,Northern,2025,7,Jul,Q3,Early Harvest,1996,01/07/2025
Beans Yellow,Alebtong,Northern,2025,8,Aug,Q3,Early Harvest,1825,01/08/2025
Beans Yellow,Alebtong,Northern,2025,9,Sep,Q3,Early Harvest,2228,01/09/2025
Beans Yellow,Alebtong,Northern,2025,10,Oct,Q4,Peak Lean,2584,01/10/2025
Beans Yellow,Alebtong,Northern,2025,11,Nov,Q4,Post-Harvest,2658,01/11/2025
Beans Yellow,Alebtong,Northern,2025,12,Dec,Q4,Post-Harvest,2265,01/12/2025
Beans Yellow,Busia,Eastern,2024,1,Jan,Q1,Post-Harvest,2111,01/01/2024
Beans Yellow,Busia,Eastern,2024,2,Feb,Q1,Post-Harvest,2394,01/02/2024
Beans Yellow,Busia,Eastern,2024,3,Mar,Q1,Lean Season,2700,01/03/2024
Beans Yellow,Busia,Eastern,2024,4,Apr,Q2,Lean Season,2778,01/04/2024
Beans Yellow,Busia,Eastern,2024,5,May,Q2,Lean Season,2735,01/05/2024
Beans Yellow,Busia,Eastern,2024,6,Jun,Q2,Lean Season,2546,01/06/2024
Beans Yellow,Busia,Eastern,2024,7,Jul,Q3,Early Harvest,2129,01/07/2024
Beans Yellow,Busia,Eastern,2024,8,Aug,Q3,Early Harvest,2029,01/08/2024
Beans Yellow,Busia,Eastern,2024,9,Sep,Q3,Early Harvest,2296,01/09/2024
Beans Yellow,Busia,Eastern,2024,10,Oct,Q4,Peak Lean,2714,01/10/2024
Beans Yellow,Busia,Eastern,2024,11,Nov,Q4,Post-Harvest,2768,01/11/2024
Beans Yellow,Busia,Eastern,2024,12,Dec,Q4,Post-Harvest,2362,01/12/2024
Beans Yellow,Busia,Eastern,2025,1,Jan,Q1,Post-Harvest,2325,01/01/2025
Beans Yellow,Busia,Eastern,2025,2,Feb,Q1,Post-Harvest,2596,01/02/2025
Beans Yellow,Busia,Eastern,2025,3,Mar,Q1,Lean Season,2938,01/03/2025
Beans Yellow,Busia,Eastern,2025,4,Apr,Q2,Lean Season,3034,01/04/2025
Beans Yellow,Busia,Eastern,2025,5,May,Q2,Lean Season,2972,01/05/2025
Beans Yellow,Busia,Eastern,2025,6,Jun,Q2,Lean Season,2722,01/06/2025
Beans Yellow,Busia,Eastern,2025,7,Jul,Q3,Early Harvest,2342,01/07/2025
Beans Yellow,Busia,Eastern,2025,8,Aug,Q3,Early Harvest,2152,01/08/2025
Beans Yellow,Busia,Eastern,2025,9,Sep,Q3,Early Harvest,2530,01/09/2025
Beans Yellow,Busia,Eastern,2025,10,Oct,Q4,Peak Lean,2904,01/10/2025
Beans Yellow,Busia,Eastern,2025,11,Nov,Q4,Post-Harvest,2954,01/11/2025
Beans Yellow,Busia,Eastern,2025,12,Dec,Q4,Post-Harvest,2586,01/12/2025
Beans Yellow,Bweyale,Northern,2024,1,Jan,Q1,Post-Harvest,1878,01/01/2024
Beans Yellow,Bweyale,Northern,2024,2,Feb,Q1,Post-Harvest,2125,01/02/2024
Beans Yellow,Bweyale,Northern,2024,3,Mar,Q1,Lean Season,2353,01/03/2024
Beans Yellow,Bweyale,Northern,2024,4,Apr,Q2,Lean Season,2476,01/04/2024
Beans Yellow,Bweyale,Northern,2024,5,May,Q2,Lean Season,2450,01/05/2024
Beans Yellow,Bweyale,Northern,2024,6,Jun,Q2,Lean Season,2223,01/06/2024
Beans Yellow,Bweyale,Northern,2024,7,Jul,Q3,Early Harvest,1842,01/07/2024
Beans Yellow,Bweyale,Northern,2024,8,Aug,Q3,Early Harvest,1721,01/08/2024
Beans Yellow,Bweyale,Northern,2024,9,Sep,Q3,Early Harvest,2028,01/09/2024
Beans Yellow,Bweyale,Northern,2024,10,Oct,Q4,Peak Lean,2404,01/10/2024
Beans Yellow,Bweyale,Northern,2024,11,Nov,Q4,Post-Harvest,2440,01/11/2024
Beans Yellow,Bweyale,Northern,2024,12,Dec,Q4,Post-Harvest,2094,01/12/2024
Beans Yellow,Bweyale,Northern,2025,1,Jan,Q1,Post-Harvest,2066,01/01/2025
Beans Yellow,Bweyale,Northern,2025,2,Feb,Q1,Post-Harvest,2300,01/02/2025
Beans Yellow,Bweyale,Northern,2025,3,Mar,Q1,Lean Season,2617,01/03/2025
Beans Yellow,Bweyale,Northern,2025,4,Apr,Q2,Lean Season,2695,01/04/2025
Beans Yellow,Bweyale,Northern,2025,5,May,Q2,Lean Season,2624,01/05/2025
Beans Yellow,Bweyale,Northern,2025,6,Jun,Q2,Lean Season,2410,01/06/2025
Beans Yellow,Bweyale,Northern,2025,7,Jul,Q3,Early Harvest,2076,01/07/2025
Beans Yellow,Bweyale,Northern,2025,8,Aug,Q3,Early Harvest,1922,01/08/2025
Beans Yellow,Bweyale,Northern,2025,9,Sep,Q3,Early Harvest,2223,01/09/2025
Beans Yellow,Bweyale,Northern,2025,10,Oct,Q4,Peak Lean,2621,01/10/2025
Beans Yellow,Bweyale,Northern,2025,11,Nov,Q4,Post-Harvest,2698,01/11/2025
Beans Yellow,Bweyale,Northern,2025,12,Dec,Q4,Post-Harvest,2248,01/12/2025
Beans Yellow,Gomba,Central,2024,1,Jan,Q1,Post-Harvest,1949,01/01/2024
Beans Yellow,Gomba,Central,2024,2,Feb,Q1,Post-Harvest,2258,01/02/2024
Beans Yellow,Gomba,Central,2024,3,Mar,Q1,Lean Season,2511,01/03/2024
Beans Yellow,Gomba,Central,2024,4,Apr,Q2,Lean Season,2622,01/04/2024
Beans Yellow,Gomba,Central,2024,5,May,Q2,Lean Season,2573,01/05/2024
Beans Yellow,Gomba,Central,2024,6,Jun,Q2,Lean Season,2432,01/06/2024
Beans Yellow,Gomba,Central,2024,7,Jul,Q3,Early Harvest,1994,01/07/2024
Beans Yellow,Gomba,Central,2024,8,Aug,Q3,Early Harvest,1859,01/08/2024
Beans Yellow,Gomba,Central,2024,9,Sep,Q3,Early Harvest,2138,01/09/2024
Beans Yellow,Gomba,Central,2024,10,Oct,Q4,Peak Lean,2533,01/10/2024
Beans Yellow,Gomba,Central,2024,11,Nov,Q4,Post-Harvest,2650,01/11/2024
Beans Yellow,Gomba,Central,2024,12,Dec,Q4,Post-Harvest,2199,01/12/2024
Beans Yellow,Gomba,Central,2025,1,Jan,Q1,Post-Harvest,2157,01/01/2025
Beans Yellow,Gomba,Central,2025,2,Feb,Q1,Post-Harvest,2423,01/02/2025
Beans Yellow,Gomba,Central,2025,3,Mar,Q1,Lean Season,2744,01/03/2025
Beans Yellow,Gomba,Central,2025,4,Apr,Q2,Lean Season,2811,01/04/2025
Beans Yellow,Gomba,Central,2025,5,May,Q2,Lean Season,2833,01/05/2025
Beans Yellow,Gomba,Central,2025,6,Jun,Q2,Lean Season,2615,01/06/2025
Beans Yellow,Gomba,Central,2025,7,Jul,Q3,Early Harvest,2161,01/07/2025
Beans Yellow,Gomba,Central,2025,8,Aug,Q3,Early Harvest,2018,01/08/2025
Beans Yellow,Gomba,Central,2025,9,Sep,Q3,Early Harvest,2365,01/09/2025
Beans Yellow,Gomba,Central,2025,10,Oct,Q4,Peak Lean,2753,01/10/2025
Beans Yellow,Gomba,Central,2025,11,Nov,Q4,Post-Harvest,2857,01/11/2025
Beans Yellow,Gomba,Central,2025,12,Dec,Q4,Post-Harvest,2393,01/12/2025
Beans Yellow,Gulu,Northern,2024,1,Jan,Q1,Post-Harvest,2070,01/01/2024
Beans Yellow,Gulu,Northern,2024,2,Feb,Q1,Post-Harvest,2300,01/02/2024
Beans Yellow,Gulu,Northern,2024,3,Mar,Q1,Lean Season,2502,01/03/2024
Beans Yellow,Gulu,Northern,2024,4,Apr,Q2,Lean Season,2652,01/04/2024
Beans Yellow,Gulu,Northern,2024,5,May,Q2,Lean Season,2672,01/05/2024
Beans Yellow,Gulu,Northern,2024,6,Jun,Q2,Lean Season,2454,01/06/2024
Beans Yellow,Gulu,Northern,2024,7,Jul,Q3,Early Harvest,2079,01/07/2024
Beans Yellow,Gulu,Northern,2024,8,Aug,Q3,Early Harvest,1887,01/08/2024
Beans Yellow,Gulu,Northern,2024,9,Sep,Q3,Early Harvest,2253,01/09/2024
Beans Yellow,Gulu,Northern,2024,10,Oct,Q4,Peak Lean,2603,01/10/2024
Beans Yellow,Gulu,Northern,2024,11,Nov,Q4,Post-Harvest,2705,01/11/2024
Beans Yellow,Gulu,Northern,2024,12,Dec,Q4,Post-Harvest,2318,01/12/2024
Beans Yellow,Gulu,Northern,2025,1,Jan,Q1,Post-Harvest,2215,01/01/2025
Beans Yellow,Gulu,Northern,2025,2,Feb,Q1,Post-Harvest,2563,01/02/2025
Beans Yellow,Gulu,Northern,2025,3,Mar,Q1,Lean Season,2778,01/03/2025
Beans Yellow,Gulu,Northern,2025,4,Apr,Q2,Lean Season,2889,01/04/2025
Beans Yellow,Gulu,Northern,2025,5,May,Q2,Lean Season,2835,01/05/2025
Beans Yellow,Gulu,Northern,2025,6,Jun,Q2,Lean Season,2647,01/06/2025
Beans Yellow,Gulu,Northern,2025,7,Jul,Q3,Early Harvest,2235,01/07/2025
Beans Yellow,Gulu,Northern,2025,8,Aug,Q3,Early Harvest,2110,01/08/2025
Beans Yellow,Gulu,Northern,2025,9,Sep,Q3,Early Harvest,2380,01/09/2025
Beans Yellow,Gulu,Northern,2025,10,Oct,Q4,Peak Lean,2826,01/10/2025
Beans Yellow,Gulu,Northern,2025,11,Nov,Q4,Post-Harvest,2896,01/11/2025
Beans Yellow,Gulu,Northern,2025,12,Dec,Q4,Post-Harvest,2507,01/12/2025
Beans Yellow,Hoima,Western,2024,1,Jan,Q1,Post-Harvest,2235,01/01/2024
Beans Yellow,Hoima,Western,2024,2,Feb,Q1,Post-Harvest,2460,01/02/2024
Beans Yellow,Hoima,Western,2024,3,Mar,Q1,Lean Season,2740,01/03/2024
Beans Yellow,Hoima,Western,2024,4,Apr,Q2,Lean Season,2902,01/04/2024
Beans Yellow,Hoima,Western,2024,5,May,Q2,Lean Season,2813,01/05/2024
Beans Yellow,Hoima,Western,2024,6,Jun,Q2,Lean Season,2647,01/06/2024
Beans Yellow,Hoima,Western,2024,7,Jul,Q3,Early Harvest,2199,01/07/2024
Beans Yellow,Hoima,Western,2024,8,Aug,Q3,Early Harvest,2080,01/08/2024
Beans Yellow,Hoima,Western,2024,9,Sep,Q3,Early Harvest,2345,01/09/2024
Beans Yellow,Hoima,Western,2024,10,Oct,Q4,Peak Lean,2800,01/10/2024
Beans Yellow,Hoima,Western,2024,11,Nov,Q4,Post-Harvest,2853,01/11/2024
Beans Yellow,Hoima,Western,2024,12,Dec,Q4,Post-Harvest,2406,01/12/2024
Beans Yellow,Hoima,Western,2025,1,Jan,Q1,Post-Harvest,2434,01/01/2025
Beans Yellow,Hoima,Western,2025,2,Feb,Q1,Post-Harvest,2669,01/02/2025
Beans Yellow,Hoima,Western,2025,3,Mar,Q1,Lean Season,2996,01/03/2025
Beans Yellow,Hoima,Western,2025,4,Apr,Q2,Lean Season,3147,01/04/2025
Beans Yellow,Hoima,Western,2025,5,May,Q2,Lean Season,3077,01/05/2025
Beans Yellow,Hoima,Western,2025,6,Jun,Q2,Lean Season,2881,01/06/2025
Beans Yellow,Hoima,Western,2025,7,Jul,Q3,Early Harvest,2424,01/07/2025
Beans Yellow,Hoima,Western,2025,8,Aug,Q3,Early Harvest,2210,01/08/2025
Beans Yellow,Hoima,Western,2025,9,Sep,Q3,Early Harvest,2551,01/09/2025
Beans Yellow,Hoima,Western,2025,10,Oct,Q4,Peak Lean,3011,01/10/2025
Beans Yellow,Hoima,Western,2025,11,Nov,Q4,Post-Harvest,3154,01/11/2025
Beans Yellow,Hoima,Western,2025,12,Dec,Q4,Post-Harvest,2639,01/12/2025
Beans Yellow,Jinja,Eastern,2024,1,Jan,Q1,Post-Harvest,2302,01/01/2024
Beans Yellow,Jinja,Eastern,2024,2,Feb,Q1,Post-Harvest,2646,01/02/2024
Beans Yellow,Jinja,Eastern,2024,3,Mar,Q1,Lean Season,2924,01/03/2024
