Date,Year,Month,Month_Name,Commodity,Region,District,SARIMA_Forecast,SARIMAX_Forecast,Blended_Forecast,Lower_95CI,Upper_95CI,Forecast_Month
2026-11-01,2026,11,Nov,Maize,Northern,Kitgum,947.0,956.0,952.0,876.0,1028.0,Nov 2026
2026-12-01,2026,12,Dec,Maize,Northern,Kitgum,834.0,852.0,845.0,777.0,913.0,Dec 2026
2026-01-01,2026,1,Jan,Maize,Eastern,Mbale,969.0,982.0,977.0,899.0,1055.0,Jan 2026
2026-02-01,2026,2,Feb,Maize,Eastern,Mbale,938.0,975.0,960.0,883.0,1037.0,Feb 2026
2026-03-01,2026,3,Mar,Maize,Eastern,Mbale,1126.0,1142.0,1136.0,1045.0,1227.0,Mar 2026
2026-04-01,2026,4,Apr,Maize,Eastern,Mbale,1196.0,1229.0,1216.0,1119.0,1313.0,Apr 2026
2026-05-01,2026,5,May,Maize,Eastern,Mbale,1235.0,1263.0,1252.0,1152.0,1352.0,May 2026
2026-06-01,2026,6,Jun,Maize,Eastern,Mbale,1145.0,1157.0,1152.0,1060.0,1244.0,Jun 2026
2026-07-01,2026,7,Jul,Maize,Eastern,Mbale,1092.0,1108.0,1102.0,1014.0,1190.0,Jul 2026
2026-08-01,2026,8,Aug,Maize,Eastern,Mbale,897.0,913.0,907.0,834.0,980.0,Aug 2026
2026-09-01,2026,9,Sep,Maize,Eastern,Mbale,848.0,877.0,865.0,796.0,934.0,Sep 2026
2026-10-01,2026,10,Oct,Maize,Eastern,Mbale,1066.0,1090.0,1080.0,994.0,1166.0,Oct 2026
2026-11-01,2026,11,Nov,Maize,Eastern,Mbale,1118.0,1143.0,1133.0,1042.0,1224.0,Nov 2026
2026-12-01,2026,12,Dec,Maize,Eastern,Mbale,1003.0,1040.0,1025.0,943.0,1107.0,Dec 2026
2026-01-01,2026,1,Jan,Maize,Eastern,Jinja,1023.0,1048.0,1038.0,955.0,1121.0,Jan 2026
2026-02-01,2026,2,Feb,Maize,Eastern,Jinja,963.0,986.0,977.0,899.0,1055.0,Feb 2026
2026-03-01,2026,3,Mar,Maize,Eastern,Jinja,1183.0,1206.0,1197.0,1101.0,1293.0,Mar 2026
2026-04-01,2026,4,Apr,Maize,Eastern,Jinja,1249.0,1262.0,1257.0,1156.0,1358.0,Apr 2026
2026-05-01,2026,5,May,Maize,Eastern,Jinja,1269.0,1319.0,1299.0,1195.0,1403.0,May 2026
2026-06-01,2026,6,Jun,Maize,Eastern,Jinja,1232.0,1268.0,1254.0,1154.0,1354.0,Jun 2026
2026-07-01,2026,7,Jul,Maize,Eastern,Jinja,1125.0,1160.0,1146.0,1054.0,1238.0,Jul 2026
2026-08-01,2026,8,Aug,Maize,Eastern,Jinja,949.0,959.0,955.0,879.0,1031.0,Aug 2026
2026-09-01,2026,9,Sep,Maize,Eastern,Jinja,879.0,914.0,900.0,828.0,972.0,Sep 2026
2026-10-01,2026,10,Oct,Maize,Eastern,Jinja,1130.0,1166.0,1152.0,1060.0,1244.0,Oct 2026
2026-11-01,2026,11,Nov,Maize,Eastern,Jinja,1202.0,1228.0,1218.0,1121.0,1315.0,Nov 2026
2026-12-01,2026,12,Dec,Maize,Eastern,Jinja,1057.0,1073.0,1067.0,982.0,1152.0,Dec 2026
2026-01-01,2026,1,Jan,Maize,Eastern,Busia,955.0,980.0,970.0,892.0,1048.0,Jan 2026
2026-02-01,2026,2,Feb,Maize,Eastern,Busia,895.0,917.0,908.0,835.0,981.0,Feb 2026
2026-03-01,2026,3,Mar,Maize,Eastern,Busia,1085.0,1108.0,1099.0,1011.0,1187.0,Mar 2026
2026-04-01,2026,4,Apr,Maize,Eastern,Busia,1135.0,1161.0,1151.0,1059.0,1243.0,Apr 2026
2026-05-01,2026,5,May,Maize,Eastern,Busia,1200.0,1238.0,1223.0,1125.0,1321.0,May 2026
2026-06-01,2026,6,Jun,Maize,Eastern,Busia,1105.0,1141.0,1127.0,1037.0,1217.0,Jun 2026
2026-07-01,2026,7,Jul,Maize,Eastern,Busia,1061.0,1102.0,1086.0,999.0,1173.0,Jul 2026
2026-08-01,2026,8,Aug,Maize,Eastern,Busia,860.0,892.0,879.0,809.0,949.0,Aug 2026
2026-09-01,2026,9,Sep,Maize,Eastern,Busia,812.0,830.0,823.0,757.0,889.0,Sep 2026
2026-10-01,2026,10,Oct,Maize,Eastern,Busia,1044.0,1060.0,1054.0,970.0,1138.0,Oct 2026
2026-11-01,2026,11,Nov,Maize,Eastern,Busia,1112.0,1137.0,1127.0,1037.0,1217.0,Nov 2026
2026-12-01,2026,12,Dec,Maize,Eastern,Busia,949.0,973.0,963.0,886.0,1040.0,Dec 2026
2026-01-01,2026,1,Jan,Maize,Eastern,Soroti,909.0,944.0,930.0,856.0,1004.0,Jan 2026
2026-02-01,2026,2,Feb,Maize,Eastern,Soroti,890.0,921.0,909.0,836.0,982.0,Feb 2026
2026-03-01,2026,3,Mar,Maize,Eastern,Soroti,1060.0,1074.0,1068.0,983.0,1153.0,Mar 2026
2026-04-01,2026,4,Apr,Maize,Eastern,Soroti,1110.0,1143.0,1130.0,1040.0,1220.0,Apr 2026
2026-05-01,2026,5,May,Maize,Eastern,Soroti,1138.0,1163.0,1153.0,1061.0,1245.0,May 2026
2026-06-01,2026,6,Jun,Maize,Eastern,Soroti,1092.0,1130.0,1115.0,1026.0,1204.0,Jun 2026
2026-07-01,2026,7,Jul,Maize,Eastern,Soroti,1010.0,1031.0,1023.0,941.0,1105.0,Jul 2026
2026-08-01,2026,8,Aug,Maize,Eastern,Soroti,847.0,864.0,857.0,788.0,926.0,Aug 2026
2026-09-01,2026,9,Sep,Maize,Eastern,Soroti,787.0,813.0,803.0,739.0,867.0,Sep 2026
2026-10-01,2026,10,Oct,Maize,Eastern,Soroti,1010.0,1050.0,1034.0,951.0,1117.0,Oct 2026
2026-11-01,2026,11,Nov,Maize,Eastern,Soroti,1074.0,1087.0,1082.0,995.0,1169.0,Nov 2026
2026-12-01,2026,12,Dec,Maize,Eastern,Soroti,947.0,967.0,959.0,882.0,1036.0,Dec 2026
2026-01-01,2026,1,Jan,Sorghum White,Central,Kampala,1476.0,1515.0,1499.0,1379.0,1619.0,Jan 2026
2026-02-01,2026,2,Feb,Sorghum White,Central,Kampala,1526.0,1584.0,1561.0,1436.0,1686.0,Feb 2026
2026-03-01,2026,3,Mar,Sorghum White,Central,Kampala,1612.0,1648.0,1634.0,1503.0,1765.0,Mar 2026
2026-04-01,2026,4,Apr,Sorghum White,Central,Kampala,1659.0,1699.0,1683.0,1548.0,1818.0,Apr 2026
2026-05-01,2026,5,May,Sorghum White,Central,Kampala,1713.0,1767.0,1745.0,1605.0,1885.0,May 2026
2026-06-01,2026,6,Jun,Sorghum White,Central,Kampala,1629.0,1662.0,1649.0,1517.0,1781.0,Jun 2026
2026-07-01,2026,7,Jul,Sorghum White,Central,Kampala,1533.0,1561.0,1550.0,1426.0,1674.0,Jul 2026
2026-08-01,2026,8,Aug,Sorghum White,Central,Kampala,1447.0,1472.0,1462.0,1345.0,1579.0,Aug 2026
2026-09-01,2026,9,Sep,Sorghum White,Central,Kampala,1389.0,1440.0,1420.0,1306.0,1534.0,Sep 2026
2026-10-01,2026,10,Oct,Sorghum White,Central,Kampala,1213.0,1257.0,1239.0,1140.0,1338.0,Oct 2026
2026-11-01,2026,11,Nov,Sorghum White,Central,Kampala,1192.0,1223.0,1211.0,1114.0,1308.0,Nov 2026
2026-12-01,2026,12,Dec,Sorghum White,Central,Kampala,1271.0,1319.0,1300.0,1196.0,1404.0,Dec 2026
2026-01-01,2026,1,Jan,Sorghum White,Central,Natete,1449.0,1469.0,1461.0,1344.0,1578.0,Jan 2026
2026-02-01,2026,2,Feb,Sorghum White,Central,Natete,1492.0,1521.0,1509.0,1388.0,1630.0,Feb 2026
2026-03-01,2026,3,Mar,Sorghum White,Central,Natete,1516.0,1556.0,1540.0,1417.0,1663.0,Mar 2026
2026-04-01,2026,4,Apr,Sorghum White,Central,Natete,1549.0,1567.0,1560.0,1435.0,1685.0,Apr 2026
2026-05-01,2026,5,May,Sorghum White,Central,Natete,1615.0,1668.0,1647.0,1515.0,1779.0,May 2026
2026-06-01,2026,6,Jun,Sorghum White,Central,Natete,1521.0,1556.0,1542.0,1419.0,1665.0,Jun 2026
2026-07-01,2026,7,Jul,Sorghum White,Central,Natete,1451.0,1509.0,1486.0,1367.0,1605.0,Jul 2026
2026-08-01,2026,8,Aug,Sorghum White,Central,Natete,1408.0,1446.0,1431.0,1317.0,1545.0,Aug 2026
2026-09-01,2026,9,Sep,Sorghum White,Central,Natete,1319.0,1341.0,1332.0,1225.0,1439.0,Sep 2026
2026-10-01,2026,10,Oct,Sorghum White,Central,Natete,1161.0,1206.0,1188.0,1093.0,1283.0,Oct 2026
2026-11-01,2026,11,Nov,Sorghum White,Central,Natete,1115.0,1144.0,1132.0,1041.0,1223.0,Nov 2026
2026-12-01,2026,12,Dec,Sorghum White,Central,Natete,1208.0,1238.0,1226.0,1128.0,1324.0,Dec 2026
2026-01-01,2026,1,Jan,Sorghum White,Central,Luwero,1259.0,1299.0,1283.0,1180.0,1386.0,Jan 2026
2026-02-01,2026,2,Feb,Sorghum White,Central,Luwero,1331.0,1375.0,1357.0,1248.0,1466.0,Feb 2026
2026-03-01,2026,3,Mar,Sorghum White,Central,Luwero,1340.0,1376.0,1362.0,1253.0,1471.0,Mar 2026
2026-04-01,2026,4,Apr,Sorghum White,Central,Luwero,1389.0,1416.0,1405.0,1293.0,1517.0,Apr 2026
2026-05-01,2026,5,May,Sorghum White,Central,Luwero,1450.0,1485.0,1471.0,1353.0,1589.0,May 2026
2026-06-01,2026,6,Jun,Sorghum White,Central,Luwero,1379.0,1410.0,1398.0,1286.0,1510.0,Jun 2026
2026-07-01,2026,7,Jul,Sorghum White,Central,Luwero,1290.0,1315.0,1305.0,1201.0,1409.0,Jul 2026
2026-08-01,2026,8,Aug,Sorghum White,Central,Luwero,1234.0,1272.0,1257.0,1156.0,1358.0,Aug 2026
2026-09-01,2026,9,Sep,Sorghum White,Central,Luwero,1156.0,1202.0,1184.0,1089.0,1279.0,Sep 2026
2026-10-01,2026,10,Oct,Sorghum White,Central,Luwero,1058.0,1072.0,1066.0,981.0,1151.0,Oct 2026
2026-11-01,2026,11,Nov,Sorghum White,Central,Luwero,985.0,1015.0,1003.0,923.0,1083.0,Nov 2026
2026-12-01,2026,12,Dec,Sorghum White,Central,Luwero,1079.0,1090.0,1086.0,999.0,1173.0,Dec 2026
2026-01-01,2026,1,Jan,Sorghum White,Central,Kayunga,1247.0,1268.0,1260.0,1159.0,1361.0,Jan 2026
2026-02-01,2026,2,Feb,Sorghum White,Central,Kayunga,1258.0,1296.0,1281.0,1179.0,1383.0,Feb 2026
2026-03-01,2026,3,Mar,Sorghum White,Central,Kayunga,1317.0,1367.0,1347.0,1239.0,1455.0,Mar 2026
2026-04-01,2026,4,Apr,Sorghum White,Central,Kayunga,1345.0,1368.0,1359.0,1250.0,1468.0,Apr 2026
2026-05-01,2026,5,May,Sorghum White,Central,Kayunga,1396.0,1431.0,1417.0,1304.0,1530.0,May 2026
2026-06-01,2026,6,Jun,Sorghum White,Central,Kayunga,1301.0,1338.0,1323.0,1217.0,1429.0,Jun 2026
2026-07-01,2026,7,Jul,Sorghum White,Central,Kayunga,1263.0,1283.0,1275.0,1173.0,1377.0,Jul 2026
2026-08-01,2026,8,Aug,Sorghum White,Central,Kayunga,1192.0,1206.0,1200.0,1104.0,1296.0,Aug 2026
2026-09-01,2026,9,Sep,Sorghum White,Central,Kayunga,1119.0,1143.0,1133.0,1042.0,1224.0,Sep 2026
2026-10-01,2026,10,Oct,Sorghum White,Central,Kayunga,1022.0,1048.0,1038.0,955.0,1121.0,Oct 2026
2026-11-01,2026,11,Nov,Sorghum White,Central,Kayunga,956.0,969.0,964.0,887.0,1041.0,Nov 2026
2026-12-01,2026,12,Dec,Sorghum White,Central,Kayunga,1062.0,1103.0,1087.0,1000.0,1174.0,Dec 2026
2026-01-01,2026,1,Jan,Sorghum White,Central,Gomba,1185.0,1202.0,1195.0,1099.0,1291.0,Jan 2026
2026-02-01,2026,2,Feb,Sorghum White,Central,Gomba,1244.0,1267.0,1258.0,1157.0,1359.0,Feb 2026
2026-03-01,2026,3,Mar,Sorghum White,Central,Gomba,1253.0,1303.0,1283.0,1180.0,1386.0,Mar 2026
2026-04-01,2026,4,Apr,Sorghum White,Central,Gomba,1292.0,1318.0,1308.0,1203.0,1413.0,Apr 2026
2026-05-01,2026,5,May,Sorghum White,Central,Gomba,1325.0,1376.0,1356.0,1248.0,1464.0,May 2026
2026-06-01,2026,6,Jun,Sorghum White,Central,Gomba,1282.0,1323.0,1307.0,1202.0,1412.0,Jun 2026
2026-07-01,2026,7,Jul,Sorghum White,Central,Gomba,1186.0,1222.0,1208.0,1111.0,1305.0,Jul 2026
2026-08-01,2026,8,Aug,Sorghum White,Central,Gomba,1160.0,1188.0,1177.0,1083.0,1271.0,Aug 2026
2026-09-01,2026,9,Sep,Sorghum White,Central,Gomba,1092.0,1124.0,1111.0,1022.0,1200.0,Sep 2026
2026-10-01,2026,10,Oct,Sorghum White,Central,Gomba,961.0,988.0,977.0,899.0,1055.0,Oct 2026
2026-11-01,2026,11,Nov,Sorghum White,Central,Gomba,932.0,952.0,944.0,868.0,1020.0,Nov 2026
2026-12-01,2026,12,Dec,Sorghum White,Central,Gomba,1025.0,1046.0,1038.0,955.0,1121.0,Dec 2026
2026-01-01,2026,1,Jan,Sorghum White,Western,Mubende,1251.0,1266.0,1260.0,1159.0,1361.0,Jan 2026
2026-02-01,2026,2,Feb,Sorghum White,Western,Mubende,1286.0,1324.0,1309.0,1204.0,1414.0,Feb 2026
2026-03-01,2026,3,Mar,Sorghum White,Western,Mubende,1368.0,1409.0,1393.0,1282.0,1504.0,Mar 2026
2026-04-01,2026,4,Apr,Sorghum White,Western,Mubende,1363.0,1398.0,1384.0,1273.0,1495.0,Apr 2026
2026-05-01,2026,5,May,Sorghum White,Western,Mubende,1399.0,1416.0,1409.0,1296.0,1522.0,May 2026
2026-06-01,2026,6,Jun,Sorghum White,Western,Mubende,1331.0,1349.0,1342.0,1235.0,1449.0,Jun 2026
2026-07-01,2026,7,Jul,Sorghum White,Western,Mubende,1258.0,1273.0,1267.0,1166.0,1368.0,Jul 2026
2026-08-01,2026,8,Aug,Sorghum White,Western,Mubende,1244.0,1275.0,1263.0,1162.0,1364.0,Aug 2026
2026-09-01,2026,9,Sep,Sorghum White,Western,Mubende,1182.0,1214.0,1201.0,1105.0,1297.0,Sep 2026
2026-10-01,2026,10,Oct,Sorghum White,Western,Mubende,1059.0,1079.0,1071.0,985.0,1157.0,Oct 2026
2026-11-01,2026,11,Nov,Sorghum White,Western,Mubende,989.0,1018.0,1006.0,926.0,1086.0,Nov 2026
2026-12-01,2026,12,Dec,Sorghum White,Western,Mubende,1093.0,1104.0,1100.0,1012.0,1188.0,Dec 2026
2026-01-01,2026,1,Jan,Sorghum White,Western,Hoima,1309.0,1339.0,1327.0,1221.0,1433.0,Jan 2026
2026-02-01,2026,2,Feb,Sorghum White,Western,Hoima,1331.0,1374.0,1357.0,1248.0,1466.0,Feb 2026
2026-03-01,2026,3,Mar,Sorghum White,Western,Hoima,1412.0,1452.0,1436.0,1321.0,1551.0,Mar 2026
2026-04-01,2026,4,Apr,Sorghum White,Western,Hoima,1429.0,1458.0,1446.0,1330.0,1562.0,Apr 2026
2026-05-01,2026,5,May,Sorghum White,Western,Hoima,1450.0,1492.0,1475.0,1357.0,1593.0,May 2026
2026-06-01,2026,6,Jun,Sorghum White,Western,Hoima,1412.0,1432.0,1424.0,1310.0,1538.0,Jun 2026
2026-07-01,2026,7,Jul,Sorghum White,Western,Hoima,1315.0,1345.0,1333.0,1226.0,1440.0,Jul 2026
2026-08-01,2026,8,Aug,Sorghum White,Western,Hoima,1283.0,1299.0,1293.0,1190.0,1396.0,Aug 2026
2026-09-01,2026,9,Sep,Sorghum White,Western,Hoima,1185.0,1220.0,1206.0,1110.0,1302.0,Sep 2026
2026-10-01,2026,10,Oct,Sorghum White,Western,Hoima,1092.0,1128.0,1114.0,1025.0,1203.0,Oct 2026
2026-11-01,2026,11,Nov,Sorghum White,Western,Hoima,1032.0,1049.0,1042.0,959.0,1125.0,Nov 2026
2026-12-01,2026,12,Dec,Sorghum White,Western,Hoima,1114.0,1135.0,1127.0,1037.0,1217.0,Dec 2026
2026-01-01,2026,1,Jan,Sorghum White,Western,Masindi,1298.0,1312.0,1306.0,1202.0,1410.0,Jan 2026
2026-02-01,2026,2,Feb,Sorghum White,Western,Masindi,1317.0,1361.0,1343.0,1236.0,1450.0,Feb 2026
2026-03-01,2026,3,Mar,Sorghum White,Western,Masindi,1351.0,1403.0,1382.0,1271.0,1493.0,Mar 2026
2026-04-01,2026,4,Apr,Sorghum White,Western,Masindi,1430.0,1486.0,1464.0,1347.0,1581.0,Apr 2026
2026-05-01,2026,5,May,Sorghum White,Western,Masindi,1447.0,1468.0,1460.0,1343.0,1577.0,May 2026
2026-06-01,2026,6,Jun,Sorghum White,Western,Masindi,1385.0,1434.0,1414.0,1301.0,1527.0,Jun 2026
2026-07-01,2026,7,Jul,Sorghum White,Western,Masindi,1275.0,1305.0,1293.0,1190.0,1396.0,Jul 2026
2026-08-01,2026,8,Aug,Sorghum White,Western,Masindi,1254.0,1292.0,1277.0,1175.0,1379.0,Aug 2026
2026-09-01,2026,9,Sep,Sorghum White,Western,Masindi,1174.0,1187.0,1182.0,1087.0,1277.0,Sep 2026
2026-10-01,2026,10,Oct,Sorghum White,Western,Masindi,1056.0,1069.0,1064.0,979.0,1149.0,Oct 2026
2026-11-01,2026,11,Nov,Sorghum White,Western,Masindi,986.0,998.0,993.0,914.0,1072.0,Nov 2026
2026-12-01,2026,12,Dec,Sorghum White,Western,Masindi,1121.0,1155.0,1141.0,1050.0,1232.0,Dec 2026
2026-01-01,2026,1,Jan,Sorghum White,Western,Kibaale,1209.0,1248.0,1232.0,1133.0,1331.0,Jan 2026
2026-02-01,2026,2,Feb,Sorghum White,Western,Kibaale,1225.0,1249.0,1239.0,1140.0,1338.0,Feb 2026
2026-03-01,2026,3,Mar,Sorghum White,Western,Kibaale,1305.0,1344.0,1328.0,1222.0,1434.0,Mar 2026
2026-04-01,2026,4,Apr,Sorghum White,Western,Kibaale,1336.0,1387.0,1367.0,1258.0,1476.0,Apr 2026
2026-05-01,2026,5,May,Sorghum White,Western,Kibaale,1350.0,1387.0,1372.0,1262.0,1482.0,May 2026
2026-06-01,2026,6,Jun,Sorghum White,Western,Kibaale,1274.0,1319.0,1301.0,1197.0,1405.0,Jun 2026
2026-07-01,2026,7,Jul,Sorghum White,Western,Kibaale,1213.0,1251.0,1236.0,1137.0,1335.0,Jul 2026
2026-08-01,2026,8,Aug,Sorghum White,Western,Kibaale,1172.0,1202.0,1190.0,1095.0,1285.0,Aug 2026
2026-09-01,2026,9,Sep,Sorghum White,Western,Kibaale,1085.0,1119.0,1105.0,1017.0,1193.0,Sep 2026
2026-10-01,2026,10,Oct,Sorghum White,Western,Kibaale,968.0,1000.0,987.0,908.0,1066.0,Oct 2026
2026-11-01,2026,11,Nov,Sorghum White,Western,Kibaale,956.0,988.0,975.0,897.0,1053.0,Nov 2026
2026-12-01,2026,12,Dec,Sorghum White,Western,Kibaale,1019.0,1039.0,1031.0,949.0,1113.0,Dec 2026
2026-01-01,2026,1,Jan,Sorghum White,Western,Kyegegwa,1198.0,1218.0,1210.0,1113.0,1307.0,Jan 2026
2026-02-01,2026,2,Feb,Sorghum White,Western,Kyegegwa,1262.0,1277.0,1271.0,1169.0,1373.0,Feb 2026
2026-03-01,2026,3,Mar,Sorghum White,Western,Kyegegwa,1291.0,1327.0,1313.0,1208.0,1418.0,Mar 2026
2026-04-01,2026,4,Apr,Sorghum White,Western,Kyegegwa,1351.0,1391.0,1375.0,1265.0,1485.0,Apr 2026
2026-05-01,2026,5,May,Sorghum White,Western,Kyegegwa,1373.0,1409.0,1395.0,1283.0,1507.0,May 2026
2026-06-01,2026,6,Jun,Sorghum White,Western,Kyegegwa,1286.0,1312.0,1302.0,1198.0,1406.0,Jun 2026
2026-07-01,2026,7,Jul,Sorghum White,Western,Kyegegwa,1234.0,1260.0,1250.0,1150.0,1350.0,Jul 2026
2026-08-01,2026,8,Aug,Sorghum White,Western,Kyegegwa,1186.0,1217.0,1205.0,1109.0,1301.0,Aug 2026
2026-09-01,2026,9,Sep,Sorghum White,Western,Kyegegwa,1111.0,1133.0,1124.0,1034.0,1214.0,Sep 2026
2026-10-01,2026,10,Oct,Sorghum White,Western,Kyegegwa,981.0,992.0,988.0,909.0,1067.0,Oct 2026
2026-11-01,2026,11,Nov,Sorghum White,Western,Kyegegwa,938.0,963.0,953.0,877.0,1029.0,Nov 2026
2026-12-01,2026,12,Dec,Sorghum White,Western,Kyegegwa,1053.0,1089.0,1075.0,989.0,1161.0,Dec 2026
2026-01-01,2026,1,Jan,Sorghum White,Western,Kasese,1267.0,1286.0,1278.0,1176.0,1380.0,Jan 2026
2026-02-01,2026,2,Feb,Sorghum White,Western,Kasese,1299.0,1321.0,1312.0,1207.0,1417.0,Feb 2026
2026-03-01,2026,3,Mar,Sorghum White,Western,Kasese,1328.0,1371.0,1354.0,1246.0,1462.0,Mar 2026
2026-04-01,2026,4,Apr,Sorghum White,Western,Kasese,1362.0,1401.0,1385.0,1274.0,1496.0,Apr 2026
2026-05-01,2026,5,May,Sorghum White,Western,Kasese,1419.0,1474.0,1452.0,1336.0,1568.0,May 2026
2026-06-01,2026,6,Jun,Sorghum White,Western,Kasese,1319.0,1339.0,1331.0,1225.0,1437.0,Jun 2026
2026-07-01,2026,7,Jul,Sorghum White,Western,Kasese,1263.0,1296.0,1283.0,1180.0,1386.0,Jul 2026
2026-08-01,2026,8,Aug,Sorghum White,Western,Kasese,1212.0,1247.0,1233.0,1134.0,1332.0,Aug 2026
2026-09-01,2026,9,Sep,Sorghum White,Western,Kasese,1150.0,1184.0,1170.0,1076.0,1264.0,Sep 2026
2026-10-01,2026,10,Oct,Sorghum White,Western,Kasese,1043.0,1058.0,1052.0,968.0,1136.0,Oct 2026
2026-11-01,2026,11,Nov,Sorghum White,Western,Kasese,991.0,1019.0,1008.0,927.0,1089.0,Nov 2026
2026-12-01,2026,12,Dec,Sorghum White,Western,Kasese,1091.0,1102.0,1098.0,1010.0,1186.0,Dec 2026
2026-01-01,2026,1,Jan,Sorghum White,Western,Mutukula,1387.0,1410.0,1401.0,1289.0,1513.0,Jan 2026
2026-02-01,2026,2,Feb,Sorghum White,Western,Mutukula,1434.0,1462.0,1451.0,1335.0,1567.0,Feb 2026
2026-03-01,2026,3,Mar,Sorghum White,Western,Mutukula,1473.0,1524.0,1504.0,1384.0,1624.0,Mar 2026
2026-04-01,2026,4,Apr,Sorghum White,Western,Mutukula,1525.0,1549.0,1539.0,1416.0,1662.0,Apr 2026
2026-05-01,2026,5,May,Sorghum White,Western,Mutukula,1546.0,1563.0,1556.0,1432.0,1680.0,May 2026
2026-06-01,2026,6,Jun,Sorghum White,Western,Mutukula,1435.0,1467.0,1454.0,1338.0,1570.0,Jun 2026
2026-07-01,2026,7,Jul,Sorghum White,Western,Mutukula,1393.0,1434.0,1418.0,1305.0,1531.0,Jul 2026
2026-08-01,2026,8,Aug,Sorghum White,Western,Mutukula,1328.0,1365.0,1350.0,1242.0,1458.0,Aug 2026
2026-09-01,2026,9,Sep,Sorghum White,Western,Mutukula,1258.0,1302.0,1284.0,1181.0,1387.0,Sep 2026
2026-10-01,2026,10,Oct,Sorghum White,Western,Mutukula,1139.0,1163.0,1153.0,1061.0,1245.0,Oct 2026
2026-11-01,2026,11,Nov,Sorghum White,Western,Mutukula,1051.0,1069.0,1062.0,977.0,1147.0,Nov 2026
2026-12-01,2026,12,Dec,Sorghum White,Western,Mutukula,1155.0,1194.0,1178.0,1084.0,1272.0,Dec 2026
2026-01-01,2026,1,Jan,Sorghum White,Northern,Gulu,1194.0,1223.0,1211.0,1114.0,1308.0,Jan 2026
2026-02-01,2026,2,Feb,Sorghum White,Northern,Gulu,1253.0,1297.0,1279.0,1177.0,1381.0,Feb 2026
2026-03-01,2026,3,Mar,Sorghum White,Northern,Gulu,1307.0,1344.0,1329.0,1223.0,1435.0,Mar 2026
2026-04-01,2026,4,Apr,Sorghum White,Northern,Gulu,1336.0,1368.0,1355.0,1247.0,1463.0,Apr 2026
2026-05-01,2026,5,May,Sorghum White,Northern,Gulu,1388.0,1409.0,1401.0,1289.0,1513.0,May 2026
2026-06-01,2026,6,Jun,Sorghum White,Northern,Gulu,1321.0,1358.0,1343.0,1236.0,1450.0,Jun 2026
2026-07-01,2026,7,Jul,Sorghum White,Northern,Gulu,1215.0,1254.0,1238.0,1139.0,1337.0,Jul 2026
2026-08-01,2026,8,Aug,Sorghum White,Northern,Gulu,1175.0,1190.0,1184.0,1089.0,1279.0,Aug 2026
2026-09-01,2026,9,Sep,Sorghum White,Northern,Gulu,1093.0,1122.0,1110.0,1021.0,1199.0,Sep 2026
2026-10-01,2026,10,Oct,Sorghum White,Northern,Gulu,1002.0,1022.0,1014.0,933.0,1095.0,Oct 2026
2026-11-01,2026,11,Nov,Sorghum White,Northern,Gulu,957.0,974.0,967.0,890.0,1044.0,Nov 2026
2026-12-01,2026,12,Dec,Sorghum White,Northern,Gulu,1036.0,1053.0,1046.0,962.0,1130.0,Dec 2026
2026-01-01,2026,1,Jan,Sorghum White,Northern,Lira,1193.0,1222.0,1210.0,1113.0,1307.0,Jan 2026
2026-02-01,2026,2,Feb,Sorghum White,Northern,Lira,1203.0,1250.0,1231.0,1133.0,1329.0,Feb 2026
2026-03-01,2026,3,Mar,Sorghum White,Northern,Lira,1285.0,1328.0,1311.0,1206.0,1416.0,Mar 2026
2026-04-01,2026,4,Apr,Sorghum White,Northern,Lira,1278.0,1308.0,1296.0,1192.0,1400.0,Apr 2026
2026-05-01,2026,5,May,Sorghum White,Northern,Lira,1334.0,1385.0,1365.0,1256.0,1474.0,May 2026
2026-06-01,2026,6,Jun,Sorghum White,Northern,Lira,1258.0,1296.0,1281.0,1179.0,1383.0,Jun 2026
2026-07-01,2026,7,Jul,Sorghum White,Northern,Lira,1200.0,1241.0,1225.0,1127.0,1323.0,Jul 2026
2026-08-01,2026,8,Aug,Sorghum White,Northern,Lira,1134.0,1173.0,1157.0,1064.0,1250.0,Aug 2026
2026-09-01,2026,9,Sep,Sorghum White,Northern,Lira,1091.0,1106.0,1100.0,1012.0,1188.0,Sep 2026
2026-10-01,2026,10,Oct,Sorghum White,Northern,Lira,981.0,1001.0,993.0,914.0,1072.0,Oct 2026
2026-11-01,2026,11,Nov,Sorghum White,Northern,Lira,911.0,932.0,924.0,850.0,998.0,Nov 2026
2026-12-01,2026,12,Dec,Sorghum White,Northern,Lira,1004.0,1022.0,1015.0,934.0,1096.0,Dec 2026
2026-01-01,2026,1,Jan,Sorghum White,Northern,Kiryadongo,1175.0,1192.0,1185.0,1090.0,1280.0,Jan 2026
2026-02-01,2026,2,Feb,Sorghum White,Northern,Kiryadongo,1180.0,1215.0,1201.0,1105.0,1297.0,Feb 2026
2026-03-01,2026,3,Mar,Sorghum White,Northern,Kiryadongo,1253.0,1280.0,1269.0,1167.0,1371.0,Mar 2026
2026-04-01,2026,4,Apr,Sorghum White,Northern,Kiryadongo,1248.0,1276.0,1265.0,1164.0,1366.0,Apr 2026
2026-05-01,2026,5,May,Sorghum White,Northern,Kiryadongo,1277.0,1328.0,1308.0,1203.0,1413.0,May 2026
2026-06-01,2026,6,Jun,Sorghum White,Northern,Kiryadongo,1228.0,1265.0,1250.0,1150.0,1350.0,Jun 2026
